nom,prenom,age,taille,poids,sexe,nationalité_francaise,revenu_estime_mois,risque_personnel,date_creation_compte,loyer_mensuel,montant_pret,sport_licence_oui,niveau_etude_bac,niveau_etude_bac+2,niveau_etude_doctorat,niveau_etude_master,region_Bretagne,region_Corse,region_Hauts-de-France,region_Normandie,region_Occitanie,region_Provence-Alpes-Côte d’Azur,region_Île-de-France,smoker_oui,situation_familiale_divorcé,situation_familiale_marié,situation_familiale_veuf
Moore,Mallory,-1.0999022614003957,1.047889946584136,0.19370228506107318,H,non,-0.2936276073146021,-1.6507108636989611,2024-12-17,1.5261908046256485,18547.59442206578,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
Herman,Angela,-0.8028267383263378,1.4072480523411222,-0.1379724101780498,F,oui,-1.3817789589415712,0.24550288364828504,2021-07-22,-0.0032050573957912967,500.0,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
Miles,Tracy,-0.030430378333787433,0.9979790985623325,0.6878298922540539,F,non,-0.2659700670031938,1.245324677704106,2025-06-09,1.5261908046256485,500.0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
Sharp,Patricia,0.326060249355082,-0.3096851196089237,-0.2598120941434419,F,non,-0.48636609135972847,0.004166588531362933,2025-06-05,-0.058968107416779394,500.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Howard,Timothy,-0.9810720521707725,1.467141069967286,0.8435139328764995,F,oui,0.1428429507248097,0.5213157923533394,2020-04-03,-0.058968107416779394,500.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Brown,Michael,-1.1593173660152072,1.3872837131324018,-0.6524066313652619,H,non,-0.6341610723988164,1.3832311320566333,2025-05-21,1.5261908046256485,500.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Harrison,Amy,-0.50575121525228,1.2175868298582675,1.520401066017568,F,non,-0.342892600994298,1.4866609728210285,2021-10-06,1.5261908046256485,500.0,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
Mueller,Meghan,-1.3375626798596418,0.2892450566527206,-1.8708034710191852,F,oui,-0.9790160281566882,0.3489327244126804,2021-06-04,-1.3926669206062687,1366.7152302536567,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
Conley,Jeffrey,-0.921656947555961,-1.8269748994717576,0.166626799735431,F,oui,0.2837235466860456,1.3487545184685015,2021-01-30,1.5261908046256485,500.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
Diaz,John,-0.9810720521707725,-1.6672601858019835,-0.28688757946908505,F,non,-0.6160108115694547,-0.7543189104075356,2025-03-16,-0.058968107416779394,500.0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
Lee,Keith,-1.3375626798596418,0.11954817337858635,0.6810610209226426,H,non,1.5974567114779383,-1.2025148870532485,2024-06-05,1.5261908046256485,7915.101090898372,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
Martin,Melanie,-1.5752230983188882,-0.8786687870574874,-2.2092470375897193,F,oui,1.950090350448394,-0.3405995473499545,2021-06-23,-0.0032050573957912967,28396.908742389693,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False
Contreras,Wesley,1.5143623416513132,0.1494946821916697,1.8182314045996375,H,oui,-1.5529099896184098,1.0384649961753156,2025-04-18,1.5261908046256485,18632.93584235897,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True
Morales,Tina,-1.6346382029336997,-0.0701130491042654,0.6539855355970006,F,non,-0.34375689912902957,0.10759642929575829,2023-03-18,-0.058968107416779394,500.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
Curtis,Devin,0.14781493551064726,-0.9984548223098152,0.1395513144097879,H,oui,0.7781020797524684,0.3489327244126804,2020-01-07,-0.0032050573957912967,14326.37709078331,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Morgan,Lance,0.028984726281024133,1.8664278541417154,0.2207777703867163,F,oui,1.137650103800776,0.004166588531362933,2022-08-27,-0.058968107416779394,500.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Lee,Travis,-1.040487156785584,-0.25977427158711996,0.044787115770038896,H,oui,-1.609089368375958,0.48683917876520755,2024-12-25,-0.0032050573957912967,500.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Mejia,Paul,1.0390415047328208,-0.04016654029118488,-0.6456377600338511,F,oui,-0.3895647002697995,0.3489327244126804,2021-05-20,1.5261908046256485,16528.519173978777,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
White,Deborah,1.692607655495748,0.8382643848925612,-1.0856143965755456,H,oui,0.16617900036256042,1.3142779048803697,2023-03-27,1.5261908046256485,4704.9737016730005,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
Cox,Hunter,-0.4463361106374684,2.0061782286027663,0.8502828042079098,F,oui,0.22581557165903451,1.1418948369397106,2021-04-30,-1.4609904400331217,12733.330382969947,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Hall,Charles,0.8013810862735745,-0.7389184125964365,0.498301494974554,F,oui,-0.6341610723988164,0.21102627006015365,2024-11-01,-0.058968107416779394,10540.674784050036,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Hale,Christopher,-0.921656947555961,1.1077829642102999,-0.05674595420112138,H,oui,0.06764901300316847,1.659044040761687,2025-05-12,-0.058968107416779394,6156.501558240514,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False
Taylor,Stacy,-1.2187324706300187,-1.0284013311228986,1.9806843165534944,H,non,0.4202826519736239,-1.5472810229345662,2024-07-23,-0.0032050573957912967,500.0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
Martinez,David,-1.0999022614003957,-0.9784904831010948,1.5068633233547464,F,non,-1.7473770699329993,-0.3405995473499545,2024-05-08,-0.058968107416779394,500.0,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
Wagner,Daniel,-1.5158079937040767,-0.1599525755435126,0.05832485843285949,F,oui,1.0140554705341702,-1.1335616598769849,2022-04-26,-0.058968107416779394,22775.8955135935,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
Spencer,Lisa,1.3955321324216903,0.2892450566527206,0.044787115770038896,F,oui,0.6761148998541504,-0.7543189104075356,2025-01-08,-0.058968107416779394,8853.723228062805,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
Adams,Holly,-0.2680907967930337,1.5869271052196166,-0.8419350286447613,H,oui,-1.4042507104445905,-1.5472810229345662,2025-05-15,-0.058968107416779394,11778.343548052928,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Frank,Vanessa,0.9202112955031976,1.467141069967286,-0.2124299948235679,F,oui,1.5179412830826395,0.6936988602939979,2022-01-12,1.5261908046256485,31072.702663736723,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
Yoder,Kristine,-0.5651663198670915,1.1477116426277434,1.4594812240348713,H,oui,0.47559773259644045,0.21102627006015365,2022-01-23,-0.0032050573957912967,21531.409941811824,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
Estrada,Marcus,-0.7434116337115262,0.44895977032249185,0.34261745435210844,H,oui,0.013198230515083436,1.6245674271735553,2025-04-03,1.5261908046256485,500.0,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
Coleman,Diana,-0.5651663198670915,-0.5891858685310255,0.26139099837518004,F,non,1.7314229223613222,1.0729416097634474,2024-12-10,-1.3431877703257766,10946.391315339892,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Robles,Robert,-0.9810720521707725,-0.6890075645746329,0.9518158741790701,H,non,-1.06026005282145,0.0731198157076265,2020-05-02,-0.0032050573957912967,500.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
Peterson,Catherine,1.692607655495748,0.6885318408271501,-0.2598120941434419,F,non,-0.5727959048328792,-1.6507108636989611,2021-10-06,-1.4707011235282936,500.0,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
Holland,Dorothy,-0.7434116337115262,1.1576938122321037,-0.23273660881779976,H,oui,-0.8260352583092112,-0.7543189104075356,2020-05-22,-0.0032050573957912967,1992.4825524566772,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
Baker,Roy,0.5043055631995167,0.21936986942219372,1.4594812240348713,F,oui,1.2163012340613433,-0.3405995473499545,2025-05-29,-0.0032050573957912967,15002.912094814255,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
Taylor,Michael,-0.8622418429411494,-2.6455128070293368,0.8029007048880348,H,non,1.0788778306390334,-0.3405995473499545,2022-11-08,-0.0032050573957912967,500.0,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
Diaz,Andres,1.4549472370365018,0.5188349575530159,0.11247582908414575,H,non,1.9232971082717172,-1.3059447278176437,2020-11-04,-0.058968107416779394,500.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
Fields,Sarah,-0.14926058756341057,-0.12002389712606909,-0.9570058412787428,H,oui,0.5983280677283147,1.1074182233515788,2020-04-25,-0.0032050573957912967,10488.968596578909,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
Moore,Joseph,1.3955321324216903,-0.09007738831298857,0.35615519701493,H,oui,1.7979738787356483,-0.4785060017024817,2025-02-04,-0.0032050573957912967,28770.26971420019,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False
Nelson,Thomas,0.8013810862735745,-0.40950681565253105,-0.17858563816651446,F,non,0.588820788246268,-1.3059447278176437,2020-08-29,-1.344709522881337,500.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Johnson,Scott,1.3955321324216903,-0.4893641724874181,0.4644571383175006,H,oui,1.1609861534385266,0.0731198157076265,2024-07-06,-1.286305927926046,37282.162849122215,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Beck,Ronald,0.4448904585847051,1.0279256073754157,0.3493863256835197,H,oui,-0.5797102899107314,0.5902690195296029,2023-10-12,-1.5336953386928596,10767.439217607673,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Weber,Abigail,0.8607961908883861,-0.9285796350792911,0.8638205468707314,H,oui,-0.798377717997803,-0.3750761609380863,2024-06-24,1.5261908046256485,24759.669493278125,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
Herring,William,0.5637206678143283,0.7883535368707575,-0.5644113040569232,F,oui,-0.6497184388239835,1.1418948369397106,2022-11-08,-1.585311283186785,4161.441442592443,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Perez,Jeffrey,-0.8028267383263378,-0.18989908435659594,1.209032984772676,H,oui,-1.2434912573845298,-0.03031002505676885,2022-01-29,1.5261908046256485,20879.755904736496,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
Watkins,Joshua,0.9796264001180092,1.3673193739236786,-0.950236969947332,F,oui,0.5231341300066734,-1.1335616598769849,2023-06-10,-0.058968107416779394,14801.426364952236,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
Nichols,Elizabeth,-0.8028267383263378,2.315625486337949,-1.877572342350596,H,oui,0.44880449041976367,0.5557924059414711,2021-03-13,-1.44516421345529,11145.183005926978,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Barber,Jodi,-0.7434116337115262,-0.698989734178993,0.7690563482309813,F,non,0.18951505000031116,0.3489327244126804,2022-07-22,-0.0032050573957912967,500.0,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
Garner,Samuel,0.028984726281024133,-0.25977427158711996,-0.7471708300050114,F,oui,0.46436185684493086,0.659222246705866,2022-02-05,-0.0032050573957912967,28698.200373046937,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True
Lopez,Kenneth,-1.2187324706300187,1.4172302219454822,0.4779948809803221,F,oui,0.1220997954912535,0.03864320211949472,2023-11-30,-1.4068414115977523,500.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Rivera,Phillip,-0.030430378333787433,-0.19988125396095613,-0.2598120941434419,H,oui,0.7253798935338464,0.5213157923533394,2020-08-18,1.5261908046256485,16872.53990370362,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
Gonzalez,Karen,-0.38692100602265683,-1.4576346241104086,0.857051675539321,F,non,0.007148143571962877,0.6936988602939979,2024-02-29,1.5261908046256485,500.0,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False
Bird,Dustin,-0.20867569217822213,0.7284605192445937,0.8773582895335529,H,oui,0.11950690108705897,0.10759642929575829,2020-03-04,-1.3503590292438565,37114.160550787055,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Maldonado,Jacqueline,0.5043055631995167,-0.1599525755435126,0.6607544069284108,H,oui,-1.7473770699329993,1.6245674271735553,2020-09-26,-1.4668238248294376,29358.17769561137,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
West,Yvonne,-1.6940533075485114,-1.138205196770866,0.4915326236431437,F,oui,-0.4310510107369119,1.3487545184685015,2023-01-16,-1.3168487698432796,500.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
Wilson,Elizabeth,0.9202112955031976,0.13951251258730954,0.4712260096489118,H,oui,-1.39820062350147,-0.7198422968194039,2021-08-15,-1.3063518475277345,6712.726721442828,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
Pugh,Stephanie,-0.089845482948599,0.3291737350701641,-0.11089692485240762,H,non,-1.6886047967712567,0.03864320211949472,2023-07-13,1.5261908046256485,500.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
Martinez,Isaac,-1.040487156785584,0.5188349575530159,-0.04997708286971107,F,oui,0.9526903029682331,-0.9956552055244581,2025-04-01,-1.303793401043698,500.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
Cox,Curtis,-0.9810720521707725,0.059655155752422494,-1.0788455252441354,F,oui,-0.20460489943725668,-1.4783277957583025,2021-09-27,-0.058968107416779394,24341.03004691129,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
Cooper,Timothy,1.6331925508809364,-1.0284013311228986,1.7302360772912988,H,oui,-0.6039106376832136,-0.8232721375837991,2024-02-06,-0.058968107416779394,9958.305010076558,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True
Hunter,Anna,-0.2680907967930337,0.3790845830919678,0.10570695775273448,F,oui,-0.4163579424464763,-0.7198422968194039,2022-10-18,1.5261908046256485,15699.8867602253,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
Nunez,Tonya,-0.32750590140784525,0.9480682505405288,-0.3139630647947282,F,oui,-0.1734901665869224,0.10759642929575829,2021-12-25,-0.058968107416779394,15785.751255071553,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
Hayes,Diane,-0.9810720521707725,0.9081395721230853,0.11247582908414575,F,oui,2.5576919391646444,-1.4438511821701707,2024-12-09,-0.058968107416779394,22240.901666635506,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False
Pierce,Kathryn,-1.3969777844744535,-0.77884709101388,0.12601357174696634,H,non,0.9552831973724276,0.9350351554109204,2022-10-08,-0.0032050573957912967,500.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
Reed,David,1.6331925508809364,0.17944119100475306,-0.571180175388334,F,oui,-1.1285396054652392,1.003988382587184,2024-10-29,-0.058968107416779394,11292.029477601953,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
Stark,Joshua,-1.456392889089265,1.9961960589984062,-0.4290338774287095,H,oui,-0.6834260660785124,-0.857748751171931,2021-11-18,-0.058968107416779394,4529.690297241665,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
Conley,Julia,1.4549472370365018,-1.4077237760886048,-2.2498602655781834,H,non,1.9362615802926897,-1.6162342501108293,2023-05-04,-1.1728212310951045,500.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Clark,Melissa,-0.32750590140784525,0.5288171271573788,0.18693341372966288,F,oui,0.8282313715668959,1.245324677704106,2020-02-22,1.5261908046256485,17264.275901828485,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
Poole,Jennifer,-1.6940533075485114,-0.1599525755435126,0.24785325571235944,F,non,1.6778364380079687,-1.2025148870532485,2022-11-23,-0.0032050573957912967,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Gregory,Alexandria,-1.6940533075485114,0.08960166456550585,-0.5779490467197443,F,oui,-0.7378768485665974,1.1418948369397106,2023-03-06,-1.2795975354102826,25390.88273988203,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
Smith,Rhonda,-0.6245814244819031,2.3755185039641153,0.214008899055306,H,oui,-1.3376997540702642,-1.0990850462888533,2022-06-05,-1.4378598011885986,500.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
Martinez,Anthony,-0.32750590140784525,-1.5874028289670992,1.8453068899252807,F,oui,-0.45697995477885717,-0.09926325223303242,2025-01-19,-0.0032050573957912967,1281.9229939424142,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False
Barrett,Devin,0.7419659816587629,-1.3178842496493577,0.34261745435210844,H,oui,0.7236512972643834,0.27997949723641685,2020-08-22,-0.0032050573957912967,500.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
Rogers,David,-1.6940533075485114,-0.7089719037833532,0.5998345649457143,F,oui,0.2949594224375552,-0.5474592288787451,2020-01-03,-1.3067259450309765,4124.384923241231,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
Ross,Mark,0.326060249355082,-0.6390967165528292,-2.094176224955738,H,oui,-0.2633771725989993,0.3144561108245486,2022-07-03,-0.058968107416779394,1703.2091550614111,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
Vargas,Gregory,-0.14926058756341057,-1.0383835007272586,0.9856602308361235,F,oui,0.9345400421388714,-0.5474592288787451,2023-06-23,-0.0032050573957912967,18161.86602584039,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False
Krueger,Heather,1.0390415047328208,0.06963732535678266,0.08540034375850261,F,non,0.4972051859647282,1.1418948369397106,2024-10-13,-0.058968107416779394,500.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
Reid,James,-0.38692100602265683,-0.10005955791734875,-0.45610936275435215,H,non,-0.3299281289733254,-1.4093745685820391,2020-02-01,-1.3911261461437636,500.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Reed,Jill,1.573777446266125,0.8682108937056418,0.5998345649457143,F,oui,0.22062978285064547,-0.6164124560550086,2023-07-07,-1.2725435782516938,500.0,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
Castillo,Carl,0.5637206678143283,1.1077829642102999,0.11924470041555604,F,oui,-1.250405642462382,-0.3061229337618229,2020-01-04,1.5261908046256485,10667.772211678155,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
Miller,Danny,-0.6245814244819031,0.4289954311137715,-0.9231614846216893,H,oui,0.9483688122945756,-0.23716970658555936,2023-01-15,1.5261908046256485,13279.43790734672,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
Romero,Adrian,-0.7434116337115262,0.4090310919050483,-0.17858563816651446,F,oui,0.06505611859897394,-0.6853656832312722,2023-11-03,-1.1517861723323015,14865.32774958236,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Whitaker,Andrew,-1.040487156785584,0.828282215288201,0.4644571383175006,H,oui,0.5447415833749611,1.3142779048803697,2020-03-12,-0.0032050573957912967,2426.265552876417,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
